transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span	transcript_id	gene_length	exon_count	exon_span	intron_count	intron_span
bHd04491.1	1179	3	309	2	870	RVARI.g398.t1	666	3	303	2	363
bHd01611.1	1609	3	504	2	1105	RVARI.g13413.t1	726	3	507	2	219
bHd12726.1	3223	10	1584	9	1639	RVARI.g1875.t1	2044	7	1407	6	637
bHd18224.1	9058	6	3378	5	5680	RVARI.g4540.t1	1913	3	1761	2	152
bHd11298.1	5274	12	2157	11	3117	RVARI.g11481.t1	3884	12	2109	11	1775
bHd18696.1	5069	6	1884	5	3185	RVARI.g11182.t1	2589	5	2097	4	492
bHd19709.1	4145	5	1134	4	3011	RVARI.g13505.t1	687	1	687	0	0
bHd16988.1	333	1	333	0	0	RVARI.g13541.t1	333	1	333	0	0
bHd19875.1	20453	32	6381	31	14072	RVARI.g10907.t1	3630	10	1416	9	2214
bHd08833.1	6753	13	3462	12	3291	RVARI.g10612.t1	4276	9	3516	8	760
bHd00581.1	601	4	348	3	253	RVARI.g6040.t1	985	4	348	3	637
bHd08415.1	8453	10	3969	9	4484	RVARI.g8564.t1	5208	11	3858	10	1350
bHd06723.1	2628	6	765	5	1863	RVARI.g1429.t1	1265	5	762	4	503
bHd12441.1	2422	10	972	9	1450	RVARI.g9594.t1	1768	8	918	7	850
bHd06563.1	2464	7	735	6	1729	RVARI.g5514.t2	1221	7	786	6	435
bHd02875.1	4047	10	1191	9	2856	RVARI.g12867.t1	2057	10	1194	9	863
bHd04602.2	12670	29	3225	28	9445	RVARI.g10668.t1	7153	25	3135	24	4018
bHd02622.1	3337	6	2145	5	1192	RVARI.g8861.t1	2760	7	2136	6	624
bHd14605.1	2647	8	1347	7	1300	RVARI.g7346.t1	1810	5	1035	4	775
bHd18140.1	2070	4	735	3	1335	RVARI.g5731.t1	1410	2	393	1	1017
bHd03475.1	2108	3	1503	2	605	RVARI.g4506.t1	1751	4	1455	3	296
bHd05177.1	1593	2	1302	1	291	RVARI.g8327.t1	1209	2	1128	1	81
bHd06567.1	2360	3	837	2	1523	RVARI.g58.t1	711	1	711	0	0
bHd10621.1	2197	4	1008	3	1189	RVARI.g12310.t1	1533	3	1077	2	456
bHd15804.2	8399	16	2793	15	5606	RVARI.g2283.t1	1736	6	1248	5	488
bHd03149.1	1127	2	786	1	341	RVARI.g9541.t1	1292	3	879	2	413
bHd18659.1	1300	2	612	1	688	RVARI.g11271.t1	674	2	615	1	59
bHd15760.1	3257	6	1629	5	1628	RVARI.g3154.t1	3400	8	1839	7	1561
bHd18614.1	1594	4	738	3	856	RVARI.g4813.t1	924	3	753	2	171
bHd04329.1	7011	5	783	4	6228	RVARI.g12212.t1	4558	5	786	4	3772
bHd07718.1	1559	3	645	2	914	RVARI.g12722.t1	843	3	627	2	216
bHd09123.1	6710	12	3327	11	3383	RVARI.g13495.t1	5838	14	3537	13	2301
bHd16367.1	2740	5	1389	4	1351	RVARI.g3764.t1	1391	5	1098	4	293
bHd00040.1	1366	4	750	3	616	RVARI.g5882.t1	2936	6	1032	5	1904
bHd10772.1	3617	6	1209	5	2408	RVARI.g12826.t1	2381	7	1320	6	1061
bHd13749.1	714	1	714	0	0	RVARI.g788.t1	773	3	642	2	131
bHd06267.1	4060	11	1878	10	2182	RVARI.g10622.t1	2588	9	1812	8	776
bHd05202.1	16371	17	5922	16	10449	RVARI.g2391.t1	8130	18	5754	17	2376
bHd18796.1	1190	3	486	2	704	RVARI.g13041.t1	724	3	498	2	226
bHd07707.1	1981	7	753	6	1228	RVARI.g12706.t1	1282	6	741	5	541
bHd00596.1	3426	7	1128	6	2298	RVARI.g6075.t1	2209	5	1086	4	1123
bHd01812.1	2143	2	1296	1	847	RVARI.g4793.t1	1257	1	1257	0	0
bHd06924.1	597	1	597	0	0	RVARI.g9021.t1	849	2	555	1	294
bHd12009.1	751	2	318	1	433	RVARI.g4156.t1	495	2	318	1	177
bHd07088.1	13808	17	8616	16	5192	RVARI.g9520.t1	11763	14	8046	13	3717
bHd18062.1	1675	3	861	2	814	RVARI.g5712.t1	1120	3	852	2	268
bHd06410.1	10392	7	2430	6	7962	RVARI.g10989.t1	5099	8	2334	7	2765
bHd14602.1	3278	12	1878	11	1400	RVARI.g7343.t1	2789	11	1809	10	980
bHd08700.1	889	3	519	2	370	RVARI.g9443.t1	765	3	558	2	207
bHd02757.1	824	2	540	1	284	RVARI.g12666.t1	1246	4	708	3	538
bHd09443.1	536	3	384	2	152	RVARI.g3086.t1	630	3	369	2	261
bHd19869.1	3472	6	2019	5	1453	RVARI.g10899.t1	2377	4	1953	3	424
bHd11218.1	7911	11	1965	10	5946	RVARI.g1921.t1	5946	16	2634	15	3312
bHd19837.1	1340	3	687	2	653	RVARI.g5513.t1	979	3	714	2	265
bHd18563.1	3762	7	1458	6	2304	RVARI.g10678.t1	1365	3	1230	2	135
bHd12921.1	1153	5	432	4	721	RVARI.g8831.t1	707	4	435	3	272
bHd01578.1	3291	9	1257	8	2034	RVARI.g12702.t1	2285	9	1311	8	974
bHd14855.1	498	3	324	2	174	RVARI.g6950.t1	651	3	312	2	339
bHd15631.1	2830	10	1173	9	1657	RVARI.g5272.t1	2041	10	1176	9	865
bHd03625.1	1742	5	765	4	977	RVARI.g9898.t1	1024	5	765	4	259
bHd17463.1	1406	3	276	2	1130	RVARI.g13849.t1	279	1	279	0	0
bHd07735.1	288	1	288	0	0	RVARI.g12724.t1	294	1	294	0	0
bHd05550.1	9551	18	3891	17	5660	RVARI.g10691.t1	7363	20	3939	19	3424
bHd09037.2	10859	16	4530	15	6329	RVARI.g3822.t1	4429	10	3105	9	1324
bHd16848.1	1360	2	585	1	775	RVARI.g2679.t1	643	2	582	1	61
bHd14668.1	2686	7	702	6	1984	RVARI.g7391.t1	1310	7	681	6	629
bHd08582.1	3771	3	2457	2	1314	RVARI.g1752.t1	1540	2	1356	1	184
bHd02670.3	15143	12	1554	11	13589	RVARI.g11738.t2	6203	11	1599	10	4604
bHd16344.1	1990	2	1548	1	442	RVARI.g3968.t1	1611	1	1611	0	0
bHd15036.1	6646	14	3621	13	3025	RVARI.g7083.t1	6414	18	3528	17	2886
bHd01193.1	1604	2	423	1	1181	RVARI.g11018.t1	461	2	399	1	62
bHd16571.1	2269	5	1110	4	1159	RVARI.g9204.t1	1485	6	1146	5	339
bHd16010.1	879	2	663	1	216	RVARI.g7128.t1	642	1	642	0	0
bHd16701.1	3083	3	1011	2	2072	RVARI.g10045.t1	1063	2	999	1	64
bHd16014.1	3158	6	1176	5	1982	RVARI.g7124.t1	1228	4	996	3	232
bHd07746.1	2286	5	1398	4	888	RVARI.g12762.t1	1972	3	1263	2	709
bHd02725.1	2551	7	840	6	1711	RVARI.g8021.t1	1476	7	837	6	639
bHd03185.1	297	1	297	0	0	RVARI.g8684.t1	761	3	417	2	344
bHd09441.1	1657	6	1107	5	550	RVARI.g3083.t1	1478	4	1071	3	407
bHd03773.1	2265	9	933	8	1332	RVARI.g12949.t1	1628	9	999	8	629
bHd05779.1	6929	18	2316	17	4613	RVARI.g10132.t1	3879	18	2466	17	1413
bHd09916.1	7210	11	1077	10	6133	RVARI.g8453.t1	3202	11	1086	10	2116
bHd18824.1	8555	18	5133	17	3422	RVARI.g5230.t1	7580	19	5031	18	2549
bHd03585.1	525	1	525	0	0	RVARI.g12793.t1	603	1	603	0	0
bHd15968.1	1684	7	879	6	805	RVARI.g7158.t1	1515	7	894	6	621
bHd01129.1	3367	12	1530	11	1837	RVARI.g11929.t1	2826	11	1536	10	1290
bHd07946.1	11237	15	3027	14	8210	RVARI.g6712.t1	6688	11	2925	10	3763
bHd17332.1	570	1	570	0	0	RVARI.g3387.t1	534	1	534	0	0
bHd18985.3	10517	26	5547	25	4970	RVARI.g10277.t1	7443	21	5283	20	2160
bHd14694.1	2715	7	1086	6	1629	RVARI.g7439.t1	2006	7	1086	6	920
bHd00992.1	8267	7	2208	6	6059	RVARI.g1155.t1	4845	5	2172	4	2673
bHd14880.1	5675	18	2871	17	2804	RVARI.g6966.t1	3994	17	2655	16	1339
bHd00466.1	2715	10	1104	9	1611	RVARI.g7729.t1	1686	8	1119	7	567
bHd08006.1	1477	5	702	4	775	RVARI.g5051.t1	1237	4	702	3	535
bHd07978.1	1272	4	774	3	498	RVARI.g5669.t1	1298	4	831	3	467
bHd07298.1	2479	5	405	4	2074	RVARI.g8928.t1	1040	3	798	2	242
bHd05848.1	1017	2	570	1	447	RVARI.g11466.t1	693	2	615	1	78
bHd16956.1	4184	7	2376	6	1808	RVARI.g13561.t1	3568	5	2643	4	925
bHd01728.1	5880	7	3663	6	2217	RVARI.g10503.t1	4510	8	3687	7	823
bHd06206.1	3034	4	1749	3	1285	RVARI.g9382.t1	1943	3	1782	2	161
bHd06238.1	2717	4	540	3	2177	RVARI.g893.t1	760	4	522	3	238
bHd19153.1	5971	8	2118	7	3853	RVARI.g8439.t1	4506	7	2109	6	2397
bHd11135.1	3372	6	2283	5	1089	RVARI.g12178.t1	3344	6	2166	5	1178
bHd18438.1	6153	15	3351	14	2802	RVARI.g11764.t1	4493	9	3174	8	1319
bHd05638.1	5399	3	1017	2	4382	RVARI.g9560.t1	558	1	558	0	0
bHd15007.1	1984	3	1191	2	793	RVARI.g11644.t1	1728	3	1191	2	537
bHd05657.1	3901	4	2169	3	1732	RVARI.g8872.t1	1329	3	1176	2	153
bHd14140.1	2378	6	768	5	1610	RVARI.g8528.t1	1265	6	771	5	494
bHd19795.1	2995	5	1464	4	1531	RVARI.g10848.t1	9134	14	6318	13	2816
bHd02559.1	1298	5	642	4	656	RVARI.g5430.t1	366	1	366	0	0
bHd17945.1	6244	12	3681	11	2563	RVARI.g2764.t1	4740	12	3588	11	1152
bHd09105.1	2638	4	1104	3	1534	RVARI.g3392.t1	1545	4	1059	3	486
bHd11621.1	2699	6	984	5	1715	RVARI.g3545.t1	1087	3	954	2	133
bHd15674.2	4518	6	1875	5	2643	RVARI.g3032.t1	2007	3	1338	2	669
bHd02745.1	7709	14	3933	13	3776	RVARI.g13686.t1	5463	13	3555	12	1908
bHd10521.1	5608	14	2724	13	2884	RVARI.g9245.t1	4105	16	2637	15	1468
bHd10686.1	1955	5	735	4	1220	RVARI.g10355.t1	1100	5	795	4	305
bHd16196.1	4447	14	1920	13	2527	RVARI.g7998.t1	3425	14	1911	13	1514
bHd08799.1	1167	2	813	1	354	RVARI.g9461.t1	951	2	783	1	168
bHd09991.1	1072	4	498	3	574	RVARI.g1800.t1	902	4	498	3	404
bHd18498.1	3866	9	1980	8	1886	RVARI.g12015.t1	3242	8	1857	7	1385
bHd16801.1	1964	5	1044	4	920	RVARI.g3348.t1	1384	5	1056	4	328
bHd10862.1	5878	5	1059	4	4819	RVARI.g1498.t1	2523	5	1056	4	1467
bHd03312.1	2147	9	993	8	1154	RVARI.g13123.t1	1903	10	1050	9	853
bHd15411.1	2095	6	651	5	1444	RVARI.g6937.t1	1022	6	669	5	353
bHd07324.1	1224	3	402	2	822	RVARI.g10222.t1	677	3	387	2	290
bHd10020.1	9386	21	4539	20	4847	RVARI.g5003.t1	7705	19	4500	18	3205
bHd02329.1	14215	25	8376	24	5839	RVARI.g12324.t1	13224	27	8364	26	4860
bHd19149.1	2809	5	1134	4	1675	RVARI.g6276.t1	2180	4	1788	3	392
bHd03445.1	3076	12	1563	11	1513	RVARI.g13783.t1	2599	13	1554	12	1045
bHd10883.1	8674	15	4218	14	4456	RVARI.g4430.t1	6349	12	4149	11	2200
bHd18193.1	4253	6	1446	5	2807	RVARI.g4070.t1	1745	4	1533	3	212
bHd04575.1	14276	32	7698	31	6578	RVARI.g10693.t1	9672	25	7107	24	2565
bHd15445.1	2236	5	1290	4	946	RVARI.g1000.t1	1584	5	1179	4	405
bHd07525.1	7143	18	3042	17	4101	RVARI.g2604.t1	4934	13	3033	12	1901
bHd00138.1	417	3	252	2	165	RVARI.g6201.t1	560	3	288	2	272
bHd12376.1	2072	4	1341	3	731	RVARI.g6846.t1	558	1	558	0	0
bHd19728.1	8166	19	3900	18	4266	RVARI.g3195.t1	6100	19	3753	18	2347
bHd12531.1	1931	2	645	1	1286	RVARI.g4882.t1	1824	2	624	1	1200
bHd08797.1	5140	12	2643	11	2497	RVARI.g9460.t1	4151	12	2646	11	1505
bHd14952.1	6247	14	1983	13	4264	RVARI.g7022.t1	1436	7	846	6	590
bHd10735.1	3843	5	825	4	3018	RVARI.g4926.t1	1428	2	555	1	873
bHd18976.1	962	4	411	3	551	RVARI.g4089.t1	423	1	423	0	0
bHd09809.1	12491	23	6804	22	5687	RVARI.g2422.t1	6394	13	4182	12	2212
bHd11754.1	2991	6	987	5	2004	RVARI.g6805.t1	1398	5	816	4	582
bHd03991.1	1120	3	666	2	454	RVARI.g12861.t1	882	3	660	2	222
bHd03711.1	14868	16	3651	15	11217	RVARI.g3865.t1	3135	9	2190	8	945
bHd10479.1	2222	3	1524	2	698	RVARI.g9392.t1	1676	3	1257	2	419
bHd07936.1	5668	13	3459	12	2209	RVARI.g12588.t1	4377	11	3339	10	1038
bHd01960.1	2568	6	1395	5	1173	RVARI.g11030.t1	1815	5	1341	4	474
bHd00250.1	1860	4	834	3	1026	RVARI.g6395.t1	1039	4	747	3	292
bHd17880.1	3558	4	1935	3	1623	RVARI.g136.t1	2550	2	2076	1	474
bHd16794.1	2563	7	759	6	1804	RVARI.g3357.t1	1335	7	750	6	585
bHd00083.1	1196	4	471	3	725	RVARI.g3354.t1	601	3	474	2	127
bHd04251.1	1302	6	957	5	345	RVARI.g9990.t1	1432	6	942	5	490
bHd07370.1	1096	2	528	1	568	RVARI.g1789.t1	834	2	594	1	240
bHd17630.1	3512	6	1350	5	2162	RVARI.g9227.t1	2071	4	1374	3	697
bHd05533.1	17828	13	2952	12	14876	RVARI.g10729.t1	12545	13	2976	12	9569
bHd17234.1	5577	14	2142	13	3435	RVARI.g1066.t1	3249	13	2115	12	1134
bHd03467.1	1217	2	660	1	557	RVARI.g13815.t1	660	1	660	0	0
bHd12905.1	1478	2	879	1	599	RVARI.g1385.t1	1154	2	882	1	272
bHd00929.1	2937	4	1320	3	1617	RVARI.g7189.t1	1500	3	1254	2	246
bHd03724.1	2688	7	1365	6	1323	RVARI.g5517.t1	2071	5	1227	4	844
bHd01009.1	3294	4	1518	3	1776	RVARI.g1138.t1	1933	3	1533	2	400
bHd01071.1	3597	9	1461	8	2136	RVARI.g5240.t1	2041	7	1323	6	718
bHd15632.1	3575	8	1065	7	2510	RVARI.g3616.t1	1955	10	1227	9	728
bHd08366.1	3585	8	2106	7	1479	RVARI.g9289.t1	2773	7	2142	6	631
bHd11714.1	4963	13	2514	12	2449	RVARI.g13167.t1	6035	16	2373	15	3662
bHd03627.1	3959	7	1302	6	2657	RVARI.g3886.t1	2434	6	1236	5	1198
bHd04465.1	880	3	360	2	520	RVARI.g373.t1	1186	5	678	4	508
bHd01538.1	2317	6	1029	5	1288	RVARI.g12283.t1	1471	6	999	5	472
bHd10719.1	9975	8	1482	7	8493	RVARI.g10750.t1	6880	8	1521	7	5359
bHd13720.1	6847	21	3075	20	3772	RVARI.g9377.t1	4682	18	2964	17	1718
bHd02311.1	2663	8	1407	7	1256	RVARI.g9593.t1	2044	5	1440	4	604
bHd17074.1	636	1	636	0	0	RVARI.g3479.t1	624	1	624	0	0
bHd09358.1	2162	4	1104	3	1058	RVARI.g524.t1	1389	5	927	4	462
bHd02234.1	689	4	462	3	227	RVARI.g962.t1	635	4	366	3	269
bHd07474.1	3775	10	2127	9	1648	RVARI.g12853.t1	3080	11	2109	10	971
bHd11512.1	4983	8	2778	7	2205	RVARI.g10937.t1	3888	8	2760	7	1128
bHd04253.1	6127	36	3348	35	2779	RVARI.g11834.t1	5017	18	3267	17	1750
bHd19671.2	12116	29	2589	28	9527	RVARI.g4888.t1	4737	13	1449	12	3288
bHd14725.1	4078	18	2091	17	1987	RVARI.g7420.t1	3286	16	1911	15	1375
bHd14666.1	2590	11	960	10	1630	RVARI.g7394.t1	1838	11	960	10	878
bHd17800.1	4500	12	1524	11	2976	RVARI.g790.t1	2494	8	1650	7	844
bHd18634.1	3710	15	1698	14	2012	RVARI.g4826.t1	3100	13	1668	12	1432
bHd06754.1	352	2	270	1	82	RVARI.g13213.t1	416	2	339	1	77
bHd17471.1	4737	7	1743	6	2994	RVARI.g644.t1	2699	4	1641	3	1058
bHd19766.1	2285	6	1386	5	899	RVARI.g5566.t1	8806	12	4512	11	4294
bHd01322.1	9750	13	3888	12	5862	RVARI.g11418.t1	4179	5	3120	4	1059
bHd10653.1	4350	11	2169	10	2181	RVARI.g11871.t1	6426	14	2331	13	4095
bHd17820.1	3550	5	696	4	2854	RVARI.g229.t1	1619	6	687	5	932
bHd01737.1	5934	16	3294	15	2640	RVARI.g10508.t1	4192	14	3141	13	1051
bHd18205.1	12899	19	3360	18	9539	RVARI.g8705.t1	5875	18	3495	17	2380
bHd16641.1	7360	12	1971	11	5389	RVARI.g10009.t1	4455	14	1878	13	2577
bHd14304.1	464	2	384	1	80	RVARI.g8514.t1	1209	4	912	3	297
bHd15109.1	4722	10	2748	9	1974	RVARI.g13111.t1	3484	11	2451	10	1033
bHd15992.1	2415	4	1962	3	453	RVARI.g12549.t1	3208	4	2646	3	562
bHd19746.1	8102	13	3639	12	4463	RVARI.g5549.t1	5844	14	3537	13	2307
bHd10813.1	2707	7	1245	6	1462	RVARI.g11275.t1	2164	8	1110	7	1054
bHd19650.1	2433	7	1299	6	1134	RVARI.g10318.t1	1832	7	1245	6	587
bHd14918.1	1243	3	813	2	430	RVARI.g6992.t1	762	4	579	3	183
bHd16438.1	3660	9	2433	8	1227	RVARI.g10321.t1	2936	7	2247	6	689
bHd01077.1	2866	8	747	7	2119	RVARI.g4770.t1	1336	6	759	5	577
bHd07304.1	4691	5	1941	4	2750	RVARI.g10239.t1	2384	4	1944	3	440
bHd06358.1	2652	6	1005	5	1647	RVARI.g4462.t1	1052	4	855	3	197
bHd19619.1	3321	13	1203	12	2118	RVARI.g9252.t1	2522	8	1218	7	1304
bHd16678.1	1808	4	324	3	1484	RVARI.g425.t1	1396	3	330	2	1066
bHd05666.1	2791	5	1962	4	829	RVARI.g4316.t1	2406	3	1884	2	522
bHd08299.1	4800	6	1254	5	3546	RVARI.g10554.t1	1313	3	1173	2	140
bHd03420.1	6686	7	3315	6	3371	RVARI.g6524.t1	4174	6	3396	5	778
bHd14756.1	3881	10	2214	9	1667	RVARI.g7506.t1	4119	11	2325	10	1794
bHd19707.1	1540	3	906	2	634	RVARI.g13503.t1	1283	3	942	2	341
bHd00483.1	2330	6	1017	5	1313	RVARI.g7667.t1	2253	6	1059	5	1194
bHd05523.1	3100	5	1122	4	1978	RVARI.g4924.t1	2687	6	1038	5	1649
bHd17436.1	6929	23	3777	22	3152	RVARI.g13895.t1	6004	23	3741	22	2263
bHd05590.1	3127	3	2382	2	745	RVARI.g3430.t1	2847	3	2478	2	369
bHd09375.1	819	3	444	2	375	RVARI.g1376.t1	1302	3	1143	2	159
bHd12999.1	4302	13	2427	12	1875	RVARI.g11291.t1	3541	12	2370	11	1171
bHd09373.1	3284	7	1761	6	1523	RVARI.g3605.t1	2419	8	1794	7	625
bHd16040.1	19187	26	10821	25	8366	RVARI.g7105.t1	11325	22	8289	21	3036
bHd02339.1	2439	6	1959	5	480	RVARI.g12543.t1	3245	7	2112	6	1133
bHd17346.1	3866	15	2058	14	1808	RVARI.g3497.t1	3656	10	2295	9	1361
bHd09042.1	2000	3	999	2	1001	RVARI.g3799.t1	1288	2	831	1	457
bHd01525.1	4311	9	1554	8	2757	RVARI.g10616.t1	2980	10	1650	9	1330
bHd16518.1	2823	7	1653	6	1170	RVARI.g8033.t1	2695	8	1638	7	1057
bHd03854.1	780	1	780	0	0	RVARI.g2007.t1	732	1	732	0	0
bHd03769.1	19404	15	3957	14	15447	RVARI.g12946.t1	6171	15	3492	14	2679
bHd19652.1	4432	8	1704	7	2728	RVARI.g10316.t1	3013	8	1581	7	1432
bHd14986.1	9161	13	2013	12	7148	RVARI.g7064.t1	2769	11	1698	10	1071
bHd00069.1	2718	8	2196	7	522	RVARI.g6117.t1	2692	3	2247	2	445
bHd04300.1	4635	11	2211	10	2424	RVARI.g1095.t1	3237	9	2268	8	969
bHd05210.1	1764	9	927	8	837	RVARI.g11042.t1	1534	9	936	8	598
bHd02005.1	1422	3	906	2	516	RVARI.g10404.t1	930	1	930	0	0
bHd19752.1	7606	9	2811	8	4795	RVARI.g5554.t1	2390	7	1536	6	854
bHd17434.1	4390	14	2097	13	2293	RVARI.g13903.t1	3375	14	2073	13	1302
bHd14688.1	2480	8	1521	7	959	RVARI.g1963.t1	4825	11	2331	10	2494
bHd19755.1	2243	8	942	7	1301	RVARI.g5559.t1	1533	7	885	6	648
bHd08708.1	4010	19	2076	18	1934	RVARI.g9552.t1	5534	11	2169	10	3365
bHd06216.1	1566	4	696	3	870	RVARI.g7974.t1	995	4	693	3	302
bHd18974.1	8309	12	1008	11	7301	RVARI.g10271.t1	7209	15	2274	14	4935
bHd17025.1	5409	9	1464	8	3945	RVARI.g13512.t1	1702	6	891	5	811
bHd14800.1	4525	7	2388	6	2137	RVARI.g7466.t1	3453	8	2478	7	975
bHd05698.1	2527	3	2022	2	505	RVARI.g2782.t1	2474	3	1968	2	506
bHd05382.1	8520	9	3195	8	5325	RVARI.g6493.t1	4054	4	3087	3	967
bHd06446.1	2199	5	600	4	1599	RVARI.g10948.t2	508	3	273	2	235
bHd03468.1	1392	2	1017	1	375	RVARI.g13814.t1	1341	1	1341	0	0
bHd03748.1	2316	4	885	3	1431	RVARI.g4097.t1	1146	2	849	1	297
bHd17977.1	5073	15	2439	14	2634	RVARI.g3667.t1	3574	14	2460	13	1114
bHd19125.1	2105	6	693	5	1412	RVARI.g8460.t1	1044	5	687	4	357
bHd19270.1	1800	2	747	1	1053	RVARI.g4263.t1	1017	2	885	1	132
bHd03864.1	7838	7	1797	6	6041	RVARI.g12710.t1	4274	7	1710	6	2564
bHd08054.1	5423	12	1923	11	3500	RVARI.g10459.t1	3983	13	1932	12	2051
bHd00434.1	5258	12	2679	11	2579	RVARI.g6809.t1	2529	5	2223	4	306
bHd08405.1	2417	5	1146	4	1271	RVARI.g8577.t1	2736	5	1365	4	1371
bHd17728.1	4560	8	1518	7	3042	RVARI.g9152.t1	1789	4	1209	3	580
bHd18788.1	491	2	372	1	119	RVARI.g13039.t1	372	1	372	0	0
bHd05175.1	1003	2	756	1	247	RVARI.g3021.t1	835	2	639	1	196
bHd17097.1	2314	3	762	2	1552	RVARI.g3463.t1	842	2	762	1	80
bHd09446.1	1958	11	915	10	1043	RVARI.g8424.t1	1146	4	762	3	384
bHd19757.1	4485	7	1161	6	3324	RVARI.g5562.t1	2645	7	1137	6	1508
bHd11016.1	3008	6	1545	5	1463	RVARI.g11069.t1	3898	8	1530	7	2368
bHd15586.3	4425	12	2442	11	1983	RVARI.g12397.t1	3882	10	2142	9	1740
bHd02921.1	1702	3	1110	2	592	RVARI.g11861.t1	1473	6	918	5	555
bHd04348.1	1670	3	507	2	1163	RVARI.g13488.t1	927	3	516	2	411
bHd00566.1	820	3	423	2	397	RVARI.g6087.t1	568	3	432	2	136
bHd15334.1	1634	4	894	3	740	RVARI.g6876.t1	1349	4	978	3	371
bHd02737.1	3149	6	1107	5	2042	RVARI.g5520.t1	976	4	762	3	214
bHd17473.1	7106	9	3618	8	3488	RVARI.g647.t1	4774	9	3522	8	1252
bHd06955.1	5797	18	2892	17	2905	RVARI.g10453.t1	4121	17	2919	16	1202
bHd16987.1	3476	12	1239	11	2237	RVARI.g13542.t1	5915	20	2745	19	3170
bHd03309.1	1996	6	618	5	1378	RVARI.g13125.t1	1132	6	618	5	514
bHd19428.1	2070	8	1008	7	1062	RVARI.g6754.t1	1583	8	996	7	587
bHd04570.1	1397	6	873	5	524	RVARI.g10583.t1	1281	6	873	5	408
bHd00291.1	7256	5	1947	4	5309	RVARI.g6421.t1	3912	4	1572	3	2340
bHd12083.1	2857	6	1626	5	1231	RVARI.g9263.t1	1684	3	1434	2	250
bHd05542.1	6095	15	3213	14	2882	RVARI.g10731.t1	4634	14	3234	13	1400
bHd14618.1	5699	13	3498	12	2201	RVARI.g7352.t1	4824	11	3567	10	1257
bHd03510.1	2181	4	1407	3	774	RVARI.g13899.t1	2068	5	1539	4	529
bHd03376.1	2145	10	966	9	1179	RVARI.g6577.t1	1692	9	972	8	720
bHd02341.1	2967	9	1842	8	1125	RVARI.g12531.t1	3590	6	1830	5	1760
bHd05265.1	557	2	489	1	68	RVARI.g3561.t1	1153	2	1068	1	85
bHd00698.1	13070	31	6912	30	6158	RVARI.g836.t1	10051	27	6789	26	3262
bHd15835.1	1867	2	1653	1	214	RVARI.g1685.t1	1788	2	1707	1	81
bHd05921.1	3949	6	1053	5	2896	RVARI.g13459.t1	790	2	621	1	169
bHd18265.1	2975	4	1299	3	1676	RVARI.g10188.t1	1553	4	1323	3	230
bHd00937.1	1218	2	426	1	792	RVARI.g7486.t1	2013	5	672	4	1341
bHd19453.1	2374	5	696	4	1678	RVARI.g6769.t1	1089	5	666	4	423
bHd03960.1	1922	2	1218	1	704	RVARI.g9947.t1	1257	1	1257	0	0
bHd15829.1	2015	6	900	5	1115	RVARI.g2591.t1	1289	6	870	5	419
bHd18437.1	501	1	501	0	0	RVARI.g9819.t1	1562	3	756	2	806
bHd15312.1	1177	2	699	1	478	RVARI.g6859.t1	711	1	711	0	0
bHd05212.1	1394	4	648	3	746	RVARI.g3594.t1	844	3	642	2	202
bHd04572.1	9458	22	4587	21	4871	RVARI.g10586.t1	6546	15	4479	14	2067
bHd15129.1	453	2	240	1	213	RVARI.g2221.t1	344	2	237	1	107
bHd12686.1	2273	3	600	2	1673	RVARI.g1530.t1	578	2	510	1	68
bHd01623.1	2539	7	1029	6	1510	RVARI.g11731.t1	1585	7	1152	6	433
bHd11264.1	2241	6	1032	5	1209	RVARI.g545.t1	1806	6	1002	5	804
bHd09736.1	3015	8	1722	7	1293	RVARI.g4962.t1	2509	8	1710	7	799
bHd10023.1	10761	10	2133	9	8628	RVARI.g12736.t1	5742	10	2100	9	3642
bHd19660.1	1149	4	495	3	654	RVARI.g10310.t1	1806	5	324	4	1482
bHd08969.1	1759	3	402	2	1357	RVARI.g1835.t1	549	3	393	2	156
bHd08593.1	7636	9	3222	8	4414	RVARI.g1099.t1	1751	4	1419	3	332
bHd01106.1	3183	7	1623	6	1560	RVARI.g11907.t1	2407	7	1545	6	862
bHd18110.1	2357	7	1023	6	1334	RVARI.g5648.t1	3554	11	2112	10	1442
bHd16058.1	16555	47	8163	46	8392	RVARI.g7090.t1	11770	45	8067	44	3703
bHd13562.1	4517	4	2421	3	2096	RVARI.g1475.t1	3583	5	2451	4	1132
bHd03136.2	5988	14	2562	13	3426	RVARI.g8690.t1	4133	15	2643	14	1490
bHd03570.1	7758	17	3366	16	4392	RVARI.g11285.t1	1761	7	777	6	984
bHd03603.1	6577	15	2736	14	3841	RVARI.g5217.t1	4757	16	2736	15	2021
bHd01295.1	4180	6	2274	5	1906	RVARI.g11398.t1	3629	7	2274	6	1355
bHd02519.1	1781	3	1104	2	677	RVARI.g4256.t1	1104	1	1104	0	0
bHd01927.1	2630	9	1065	8	1565	RVARI.g7203.t1	1712	9	1005	8	707
bHd15793.1	2122	3	495	2	1627	RVARI.g9630.t1	603	3	477	2	126
bHd17548.1	4329	8	1284	7	3045	RVARI.g714.t1	1821	8	1281	7	540
bHd01618.1	2829	4	1395	3	1434	RVARI.g9101.t1	1574	4	1356	3	218
bHd18009.1	4726	8	2541	7	2185	RVARI.g3621.t1	3173	9	2442	8	731
